Title;Available Globally?;Release Date;Hours Viewed;Language Indicator;Content Type
From Scratch: Limited Series;Yes;21/10/22;4,62,00,000;English;Movie
Bake Squad: Season 2;Yes;20/01/23;4,61,00,000;English;Show
Friends (1994): Season 7;No;;4,61,00,000;English;Show
Under the Queen's Umbrella: Limited Series // “_ö‘£_: ‘_Â‘øü’Ü¡‘ÒÏ “ÜÏ‘_Â“_ö;Yes;15/10/22;4,61,00,000;Korean;Movie
Ganglands: Season 2 // Braqueurs : La sÌ©rie: Saison 2;Yes;17/02/23;4,60,00,000;Non-English;Show
The Queen's Gambit: Limited Series;Yes;23/10/20;4,59,00,000;English;Movie
Virgin River: Season 4;Yes;20/07/22;4,59,00,000;English;Show
Gabby's Dollhouse: Season 7;Yes;20/03/23;4,58,00,000;English;Show
A Beautiful Life;Yes;01/06/23;4,57,00,000;English;Movie
Peppa Pig: Season 6;No;;4,57,00,000;English;Show
Copycat Killer: Season 1 // ¾¬ÁŠÈÀ_ø: ÂÂ 1 Œ_£;Yes;31/03/23;4,56,00,000;Non-English;Show
Avatar: The Last Airbender: Book 1;No;;4,55,00,000;English;Movie
Friends (1994): Season 9;No;;4,54,00,000;English;Show
Peaky Blinders: Season 2;No;14/11/14;4,54,00,000;English;Show
The Flash (2014): Season 2;No;;4,54,00,000;English;Show
Boys Over Flowers: Volume 1 // _Ä‘_«‘Ü_ ‘â¬“_: 1¦Î;No;;4,53,00,000;Korean;Movie
The Office (U.S.): Season 2;No;;4,53,00,000;English;Show
Transatlantic: Limited Series;Yes;07/04/23;4,53,00,000;English;Movie
Friends (1994): Season 4;No;;4,52,00,000;English;Show
Masha and the Bear: Season 2;No;;4,51,00,000;English;Show
Friends (1994): Season 8;No;;4,49,00,000;English;Show
The Woman King;No;;4,49,00,000;English;Movie
Love Island USA: Season 2;No;;4,48,00,000;English;Show
Money Heist: Part 5 // La casa de papel: Parte 5;Yes;03/09/21;4,47,00,000;English;Movie
The Walking Dead: Season 1;No;;4,46,00,000;English;Show
Grey's Anatomy: Season 3;No;;4,43,00,000;English;Show
S.W.A.T. (2017): Season 3;No;;4,42,00,000;English;Show
Las muÌ±ecas de la mafia: Season 1;No;01/07/15;4,40,00,000;Non-English;Show
Lucifer: Season 4;No;08/05/19;4,40,00,000;English;Show
Better Call Saul: Season 5;No;24/02/20;4,39,00,000;English;Show
Teen Wolf (2011): Season 3;No;;4,39,00,000;English;Show
Friends (1994): Season 2;No;;4,38,00,000;English;Show
In Love All Over Again: Season 1 // Todas las veces que nos enamoramos: Season 1;Yes;14/02/23;4,38,00,000;English;Show
PIECES OF HER: Season 1;Yes;04/03/22;4,38,00,000;English;Show
F9: The Fast Saga;No;;4,37,00,000;English;Movie
The 100: Season 1;No;;4,36,00,000;English;Show
The Blacklist: Season 7;No;;4,35,00,000;English;Show
Vikings (2013): Season 5;No;;4,34,00,000;English;Show
Shameless (U.S.): Season 2;No;;4,33,00,000;English;Show
The Office (U.S.): Season 6;No;;4,33,00,000;English;Show
El Chema: Season 1;No;;4,32,00,000;English;Show
Rosario Tijeras (Mexico): Season 2;No;;4,32,00,000;English;Show
Santiago of the Seas: Season 1;No;;4,32,00,000;English;Show
Seinfeld: Season 6;Yes;;4,32,00,000;English;Show
Inside Man: Season 1;Yes;31/10/22;4,31,00,000;English;Show
The Last Kingdom: Season 4;No;26/04/20;4,29,00,000;English;Show
Through My Window 2: Across the Sea // A travÌ©s de mi ventana 2: A travÌ©s del mar;Yes;23/06/23;4,29,00,000;Non-English;Movie
CoComelon: Season 6;Yes;05/09/22;4,28,00,000;English;Show
Seinfeld: Season 4;Yes;;4,28,00,000;English;Show
Valeria: Season 3;Yes;02/06/23;4,28,00,000;English;Show
PokÌ©mon The Series: Indigo League: Season 1 // ‹Ä‹â±‹ÄÄ‹Äö‹Ä¢‹Ä_‹â_‹âÀ‹Ä_;No;;4,27,00,000;Japanese;Show
Purple Hearts;Yes;29/07/22;4,27,00,000;English;Movie
The Last Kingdom: Season 3;Yes;19/11/18;4,27,00,000;English;Show
Waco: American Apocalypse: Limited Series;Yes;22/03/23;4,27,00,000;English;Movie
Gabby's Dollhouse: Season 2;Yes;10/08/21;4,26,00,000;English;Show
Too Hot to Handle: Season 4;Yes;07/12/22;4,26,00,000;English;Show
Guillermo del Toro‰Ûªs Pinocchio;Yes;09/12/22;4,25,00,000;Non-English;Movie
Unlocked // “__‘¤ö’_ü’¡“ã ‘Ğ¬“Ğ«‘Ï¬‘Êü“ã ‘À“ü‘¡;Yes;17/02/23;4,25,00,000;Korean;Movie
The Crown: Season 1;Yes;04/11/16;4,24,00,000;English;Show
Arrow: Season 1;No;;4,23,00,000;English;Show
Blippi's Adventures: Season 1;Yes;;4,21,00,000;English;Show
The Good Doctor: Season 4;No;;4,21,00,000;English;Show
Lucifer: Season 6;No;10/09/21;4,18,00,000;English;Show
Pamela, a love story;Yes;31/01/23;4,18,00,000;English;Movie
Chor Nikal Ke Bhaga // ˆ__ˆ´Üˆ_¡ ˆ_¬ˆ_Àˆ_¥ˆ__ ˆ_¥ˆ´à ˆ__ˆ__ˆ_Ñˆ__;Yes;24/03/23;4,17,00,000;Hindi;Movie
Seinfeld: Season 7;Yes;;4,17,00,000;English;Show
The Garfield Show: Season 1;No;;4,15,00,000;English;Show
Agency: Season 1 // ‘ÎÛ’Ğä“âÂ: “ÜÏ“_Î 1;No;;4,14,00,000;Korean;Show
White Chicks;No;;4,14,00,000;English;Movie
Wellmania: Season 1;Yes;29/03/23;4,13,00,000;English;Show
Seinfeld: Season 3;Yes;;4,12,00,000;English;Show
The Creature Cases: Chapter 1;Yes;12/04/22;4,12,00,000;English;Movie
Maestro in Blue: Season 1 // Maestro: Season 1;Yes;18/12/22;4,11,00,000;English;Show
Turbo (2013);No;;4,11,00,000;English;Movie
McGREGOR FOREVER: Limited Series;Yes;17/05/23;4,10,00,000;English;Movie
Black Money Love: Season 1 // Kara Para Ask: Sezon 1;No;;4,09,00,000;English;Show
Bloodshot (2020);No;;4,09,00,000;English;Movie
The Flash (2014): Season 8;No;;4,09,00,000;English;Show
El Chapo: Season 1;Yes;16/06/17;4,06,00,000;English;Show
Shameless (U.S.): Season 3;No;;4,06,00,000;English;Show
Demon Slayer: Kimetsu no Yaiba: Swordsmith Village Arc // Â_¾ÈÉ‹¨ŒöÄ: ŒöÛİŒ ¦‹¨àÎá¬;No;;4,05,00,000;Japanese;Movie
Jane The Virgin: Season 2;No;;4,04,00,000;English;Show
The Snitch Cartel: Origins: Season 1 // El cartel de los sapos: El origen: Temporada 1;No;28/07/21;4,04,00,000;English;Show
Guillermo del Toro's Cabinet of Curiosities: Season 1;Yes;25/10/22;4,03,00,000;English;Show
PokÌ©mon Journeys: The Series: Season 1;No;;4,03,00,000;Non-English;Show
Seinfeld: Season 5;Yes;;4,03,00,000;English;Show
Shrek Forever After;No;;4,03,00,000;English;Movie
The 100: Season 2;No;;4,03,00,000;English;Show
Unsolved Mysteries: Volume 3;Yes;18/10/22;4,03,00,000;English;Movie
Better Call Saul: Season 3;No;11/04/17;4,02,00,000;English;Show
The Last Kingdom: Season 2;Yes;20/03/17;4,02,00,000;English;Show
Too Hot to Handle: Germany: Season 1;Yes;28/02/23;4,02,00,000;English;Show
Avatar: The Last Airbender: Book 3;No;;4,01,00,000;English;Movie
Our Planet;Yes;05/04/19;4,01,00,000;English;Movie
H2O: Just Add Water: Season 1;No;;4,00,00,000;English;Show
The King: Eternal Monarch: Season 1 // ‘Ó ’â_: “÷“İ“÷ µ¡“£_: “ÜÏ“_Î 1;Yes;17/04/20;3,99,00,000;Korean;Show
The Office (U.S.): Season 7;No;;3,99,00,000;English;Show
Grey's Anatomy: Season 5;No;;3,98,00,000;English;Show
Emergency: NYC: Season 1;Yes;29/03/23;3,97,00,000;English;Show
In the Name of God: A Holy Betrayal: Season 1 // ‘â÷‘_Ó “ÜÊ“«‘Ü_: “ÜÊ“« ‘¡¡“ÜÊ’¥Ï “âÂ‘_Î‘Ò_: “ÜÏ“_Î 1;Yes;03/03/23;3,97,00,000;Korean;Show
Better Call Saul: Season 2;No;15/02/16;3,95,00,000;English;Show
Gabby's Dollhouse: Season 6;Yes;01/11/22;3,95,00,000;English;Show
Infiesto;Yes;03/02/23;3,95,00,000;English;Movie
Sanctuary: Season 1 // ‹âµ‹Ä_‹âø‹Ä‹Ä´‹â¢‹Ä» -ĞŒÙÙ-: ‹âá‹Ä_‹â¼‹Ä_1;No;04/05/23;3,94,00,000;Japanese;Show
Suits (2011): Season 8;No;;3,94,00,000;English;Show
Ganglands: Season 1 // Braqueurs : La sÌ©rie: Saison 1;Yes;24/09/21;3,93,00,000;Non-English;Show
The Hunger Games;No;;3,93,00,000;English;Movie
Trolley: Limited Series // ’_ü‘Á_‘_Â: ‘_Â‘øü’Ü¡‘ÒÏ “ÜÏ‘_Â“_ö;Yes;19/12/22;3,92,00,000;Korean;Movie
High Heat: Season 1 // Donde hubo fuego: Season 1;Yes;17/08/22;3,91,00,000;English;Show
Rosario Tijeras (Mexico): Season 3;No;;3,89,00,000;English;Show
The Sinner: Season 4: Percy;No;26/01/22;3,89,00,000;English;Show
Avatar: The Last Airbender: Book 2;No;;3,87,00,000;English;Movie
Ozark: Season 4;Yes;21/01/22;3,87,00,000;English;Show
Shark Tale;No;;3,87,00,000;English;Movie
The Hatchet Wielding Hitchhiker;Yes;10/01/23;3,87,00,000;English;Movie
6 Underground;Yes;13/12/19;3,86,00,000;English;Movie
Better Call Saul: Season 4;No;07/08/18;3,86,00,000;English;Show
Narcos: Season 2;Yes;02/09/16;3,86,00,000;English;Show
Grey's Anatomy: Season 6;No;;3,84,00,000;English;Show
Mother's Day // Dzieã Matki;Yes;24/05/23;3,83,00,000;Non-English;Movie
Orange Is the New Black: Season 2;Yes;06/06/14;3,83,00,000;English;Show
Vikings (2013): Season 6;No;;3,83,00,000;English;Show
El Chapo: Season 2;Yes;15/12/17;3,82,00,000;English;Show
Brooklyn Nine-Nine: Season 6;No;;3,81,00,000;English;Show
Queer Eye: Season 7;Yes;12/05/23;3,81,00,000;English;Show
Sleeping Dog: Limited Series // Schlafende Hunde: Miniserie;Yes;22/06/23;3,80,00,000;English;Movie
The Big Bang Theory: Season 4;No;;3,80,00,000;English;Show
The Good Doctor: Season 2;No;;3,80,00,000;English;Show
CÌ¼mplices de um Resgate: Season 1;No;;3,78,00,000;Non-English;Show
The Big Bang Theory: Season 6;No;;3,78,00,000;English;Show
The Flash (2014): Season 3;No;;3,77,00,000;English;Show
The Good Doctor: Season 3;No;;3,77,00,000;English;Show
Back to the Outback;Yes;10/12/21;3,76,00,000;English;Movie
Booba: Season 4;Yes;;3,76,00,000;English;Show
The Big Bang Theory: Season 7;No;;3,76,00,000;English;Show
Vikings (2013): Season 1;No;;3,76,00,000;English;Show
As Aventuras de Poliana: Season 1;No;;3,75,00,000;English;Show
The Big Bang Theory: Season 5;No;;3,74,00,000;English;Show
The Rookie: Season 1;No;;3,74,00,000;English;Show
Fauda: Season 1 // ____¥_Ò_Ó: _¢_¥_Ê_Ó 1;Yes;02/12/16;3,73,00,000;Non-English;Show
Mr. Sunshine: Season 1 // ‘øü“__’ã¡ “É÷“Ä_“ü: “ÜÏ“_Î 1;Yes;07/07/18;3,73,00,000;Korean;Show
2 Guns;No;;3,71,00,000;English;Movie
Lyle, Lyle, Crocodile;No;;3,71,00,000;English;Movie
Money Heist: Part 2 // La casa de papel: Parte 2;Yes;30/11/17;3,71,00,000;English;Movie
Outlander: Season 2;No;10/04/16;3,71,00,000;English;Show
Queens on the Run // Fuga de reinas;No;14/04/23;3,71,00,000;English;Movie
Shameless (U.S.): Season 4;No;;3,71,00,000;English;Show
S.W.A.T. (2017): Season 4;No;;3,70,00,000;English;Show
Peaky Blinders: Season 6;No;10/06/22;3,69,00,000;English;Show
Seinfeld: Season 8;Yes;;3,69,00,000;English;Show
The Mitchells vs. The Machines;Yes;30/04/21;3,69,00,000;English;Movie
PJ Masks: Season 4;No;;3,67,00,000;English;Show
All For Love: Season 1 // Amar y vivir: Temporada 1;No;26/06/20;3,66,00,000;English;Show
Glamorous: Season 1;Yes;22/06/23;3,66,00,000;English;Show
Meekah: Season 1;Yes;;3,66,00,000;English;Show
Peaky Blinders: Season 3;No;31/05/16;3,66,00,000;English;Show
Troll;Yes;01/12/22;3,66,00,000;English;Movie
Rebelde Way (2002): Temporada 1;No;;3,65,00,000;English;Movie
The Big Bang Theory: Season 8;No;;3,64,00,000;English;Show
Thicker Than Water: Season 1 // Jusqu'ici tout va bien: Saison 1;Yes;07/04/23;3,63,00,000;English;Show
Chris Rock: Selective Outrage;Yes;04/03/23;3,62,00,000;English;Movie
Daughter From Another Mother: Season 3 // Madre solo hay dos: Temporada 3;Yes;25/12/22;3,62,00,000;English;Show
Grown Ups (2010);No;;3,62,00,000;English;Movie
Let Him Go;No;;3,62,00,000;English;Movie
Outlander: Season 6;No;07/03/22;3,62,00,000;English;Show
Against the Ropes: Season 1 // Contra las cuerdas: Temporada 1;No;25/01/23;3,61,00,000;English;Show
Ozark: Season 1;Yes;21/07/17;3,61,00,000;English;Show
A Quiet Place Part II;No;;3,60,00,000;English;Movie
My Little Pony: Friendship Is Magic: Season 1;Yes;;3,60,00,000;English;Show
Power Rangers Dino Fury: Season 1;No;14/06/21;3,60,00,000;English;Show
Hotel Transylvania (2012);No;;3,59,00,000;English;Movie
The Office (U.S.): Season 4;No;;3,59,00,000;English;Show
Ancient Apocalypse: Season 1;Yes;11/11/22;3,58,00,000;English;Show
Missing (2023);No;;3,58,00,000;English;Movie
Virgin River: Season 1;Yes;06/12/19;3,58,00,000;English;Show
Queen Cleopatra: Limited Series;Yes;10/05/23;3,57,00,000;English;Movie
Shameless (U.S.): Season 5;No;;3,56,00,000;English;Show
Record of Ragnarok: Season 1 // µâ¾ÏÇ‹¨‹Äø‹ÄÇ‹â_‹Ä´‹Ä_‹ÄÂ: ‹âá‹Ä_‹â¼‹Ä_1;No;17/06/21;3,55,00,000;Japanese;Show
The Boss Baby: Back in the Crib: Season 1;Yes;19/05/22;3,55,00,000;English;Show
Wish Dragon;Yes;11/06/21;3,54,00,000;English;Movie
Unstable: Season 1;Yes;30/03/23;3,53,00,000;English;Show
Bling Empire: New York: Season 1;Yes;20/01/23;3,52,00,000;English;Show
Grey's Anatomy: Season 8;No;;3,52,00,000;English;Show
King the Land: Limited Series // ’â_‘Ó‘_Ï‘ÒÏ: ‘_Â‘øü’Ü¡‘ÒÏ “ÜÏ‘_Â“_ö;No;17/06/23;3,52,00,000;Korean;Movie
The Big Bang Theory: Season 11;No;;3,52,00,000;English;Show
Hospital Playlist: Season 1 // “_Âü¡‘ÁÏ“_« “÷“âÂ“Ä’ªÏ: “ÜÏ“_Î 1;Yes;12/03/20;3,50,00,000;Korean;Show
Keep Breathing: Limited Series;Yes;28/07/22;3,50,00,000;English;Movie
The Big Bang Theory: Season 10;No;;3,50,00,000;English;Show
Bad Boys for Life;No;;3,49,00,000;English;Movie
Inventing Anna: Limited Series;Yes;11/02/22;3,48,00,000;English;Movie
The Big Bang Theory: Season 2;No;;3,48,00,000;English;Show
El Cartel: Season 1;No;;3,46,00,000;English;Show
That Girl Lay Lay: Season 2;No;23/02/23;3,46,00,000;English;Show
The Big Bang Theory: Season 3;No;;3,46,00,000;English;Show
The Big Bang Theory: Season 9;No;;3,46,00,000;English;Show
Unlock My Boss // “âÂ“_´‘Ü÷“ã “_Êüö’¥«“ÊÏ;No;;3,45,00,000;Korean;Movie
Bullet Train;No;;3,44,00,000;English;Movie
How to Get Away With Murder: Season 1;No;;3,43,00,000;English;Show
Pressure Cooker: Season 1;Yes;06/01/23;3,43,00,000;English;Show
CoComelon: Season 8;Yes;10/04/23;3,42,00,000;English;Show
Shameless (U.S.): Season 6;No;;3,41,00,000;English;Show
Vikings (2013): Season 2;No;;3,41,00,000;English;Show
Cobra Kai: Season 1;Yes;28/08/20;3,40,00,000;English;Show
Grey's Anatomy: Season 7;No;;3,40,00,000;English;Show
Jurassic World;No;;3,40,00,000;English;Movie
Riverdale: Season 2;No;12/10/17;3,40,00,000;English;Show
How to Get Rich: Season 1;Yes;18/04/23;3,39,00,000;English;Show
Prisoners (2013);No;;3,39,00,000;English;Movie
Forecasting Love and Weather: Season 1 // ü¡“Ä“__ “âÂ‘_Î‘Ò_: “âÂ‘â«“Ñ¡“¥Ê “_Ó’÷_“âÂ ’_ü: “ÜÏ“_Î 1;Yes;12/02/22;3,38,00,000;Korean;Show
Gabby's Dollhouse: Season 4;Yes;01/02/22;3,38,00,000;English;Show
Grey's Anatomy: Season 9;No;;3,38,00,000;English;Show
Half Bad: The Bastard Son & The Devil Himself: Season 1;Yes;28/10/22;3,38,00,000;English;Show
Money Heist: Part 3 // La casa de papel: Parte 3;Yes;19/07/19;3,37,00,000;English;Movie
Seinfeld: Season 9;Yes;;3,37,00,000;English;Show
The 100: Season 3;No;;3,37,00,000;English;Show
Teen Titans Go!: Season 2;No;;3,35,00,000;English;Show
White Noise;Yes;30/12/22;3,35,00,000;English;Movie
Barbecue Showdown: Season 2;Yes;26/05/23;3,34,00,000;English;Show
La piloto: Season 1;No;;3,34,00,000;English;Show
The Witcher: Season 3;Yes;29/06/23;3,34,00,000;English;Show
The Crown: Season 2;Yes;08/12/17;3,33,00,000;English;Show
Outlander: Season 5;No;15/02/20;3,32,00,000;English;Show
Peaky Blinders: Season 4;No;20/12/17;3,32,00,000;English;Show
Shameless (U.S.): Season 9;No;;3,31,00,000;English;Show
The Crown: Season 4;Yes;15/11/20;3,31,00,000;English;Show
S.W.A.T. (2017): Season 5;No;;3,30,00,000;English;Show
Shooter: Season 3;No;22/06/18;3,30,00,000;English;Show
Through My Window // A travÌ©s de mi ventana;Yes;04/02/22;3,30,00,000;Non-English;Movie
Gabby's Dollhouse: Season 3;Yes;19/10/21;3,29,00,000;English;Show
Nevertheless,: Season 1 // “¥Î_Ê“_ö“¤Û‘¤Î,: “ÜÏ“_Î 1;Yes;19/06/21;3,28,00,000;Korean;Show
The Big Bang Theory: Season 12;No;;3,28,00,000;English;Show
Good Girls: Season 1;Yes;03/07/18;3,27,00,000;English;Show
The Bad Guys (2022);No;;3,27,00,000;English;Movie
Orange Is the New Black: Season 3;Yes;11/06/15;3,26,00,000;English;Show
Outlander: Season 3;No;10/09/17;3,25,00,000;English;Show
Devil in Ohio: Limited Series;Yes;02/09/22;3,24,00,000;English;Movie
Jane The Virgin: Season 3;No;;3,24,00,000;English;Show
Our Planet II;Yes;14/06/23;3,24,00,000;English;Movie
The Flash (2014): Season 4;No;;3,24,00,000;English;Show
Grey's Anatomy: Season 10;No;;3,23,00,000;English;Show
My Name: Season 1 // ‘¤ö“« ‘ã_“_ã: “ÜÏ“_Î 1;Yes;15/10/21;3,23,00,000;Korean;Show
Shameless (U.S.): Season 7;No;;3,23,00,000;English;Show
Shooter (2007);No;;3,23,00,000;English;Movie
Friends (1994): Season 10;No;;3,22,00,000;English;Show
Cobra Kai: Season 4;Yes;31/12/21;3,21,00,000;English;Show
High Water: Season 1 // Wielka Woda: Sezon 1;Yes;05/10/22;3,21,00,000;English;Show
Hospital Playlist: Season 2 // “_Âü¡‘ÁÏ“_« “÷“âÂ“Ä’ªÏ: “ÜÏ“_Î 2;Yes;17/06/21;3,21,00,000;Korean;Show
Me Time;Yes;26/08/22;3,21,00,000;English;Movie
My Name Is Vendetta // Il Mio Nome Ì¬ Vendetta;Yes;30/11/22;3,21,00,000;Non-English;Movie
The Fabulous: Season 1 // ‘Ó ’Î¬‘áü‘ÙÂ“__: “ÜÏ“_Î 1;Yes;23/12/22;3,20,00,000;Korean;Show
Oddballs: Season 1;Yes;07/10/22;3,19,00,000;English;Show
Pitch Perfect;No;;3,19,00,000;English;Movie
The Seven Deadly Sins // ŠüÄ‹_‹¨Œ_¤_»;No;31/08/15;3,19,00,000;Japanese;Movie
Unauthorized Living: Season 1 // Vivir sin permiso: Temporada 1;Yes;08/02/19;3,18,00,000;English;Show
13 Reasons Why: Season 1;Yes;31/03/17;3,17,00,000;English;Show
Over the Hedge;No;;3,17,00,000;English;Movie
Our Beloved Summer: Season 1 // áü ’¥« “_¡‘_Â‘_Ó: “ÜÏ“_Î 1;Yes;06/12/21;3,16,00,000;Korean;Show
Good Girls: Season 4;Yes;31/08/21;3,15,00,000;English;Show
Turn of the Tide: Season 1 // Rabo de Peixe: Temporada 1;Yes;26/05/23;3,15,00,000;English;Show
The SpongeBob Movie: Sponge on the Run;No;05/11/20;3,14,00,000;English;Movie
Good Girls: Season 2;Yes;31/05/19;3,13,00,000;English;Show
PokÌ©mon Ultimate Journeys: The Series: Part 1;No;21/10/22;3,13,00,000;Non-English;Movie
Mission Majnu // ˆ_¨ˆ_Àˆ_¦ˆ_¬ ˆ_¨ˆ_Ïˆ_¬ˆ´â;Yes;20/01/23;3,12,00,000;Hindi;Movie
Peaky Blinders: Season 5;No;04/10/19;3,12,00,000;English;Show
Bad Boys II;No;;3,11,00,000;English;Movie
Betty en NY: Season 1;No;;3,11,00,000;English;Show
El Chapo: Season 3;Yes;27/07/18;3,11,00,000;English;Show
Rise of Empires: Ottoman: Mehmed vs. Vlad;Yes;29/12/22;3,11,00,000;English;Movie
The Sea Beyond: Season 1 // Mare Fuori: Stagione 1;No;;3,10,00,000;English;Show
The Sea Beyond: Season 2 // Mare Fuori: Stagione 2;No;;3,10,00,000;English;Show
Where the Crawdads Sing;No;;3,10,00,000;English;Movie
Anne with an E: Season 1;Yes;12/05/17;3,09,00,000;English;Show
Dead to Me: Season 3;Yes;17/11/22;3,09,00,000;English;Show
My Lover My Killer: Season 2;No;;3,08,00,000;English;Show
Still Time // Era ora;Yes;16/03/23;3,08,00,000;English;Movie
Hunter X Hunter (2011): Season 5 // HUNTERÌÑHUNTER: ‹âá‹Ä_‹â¼‹Ä_5;No;;3,07,00,000;Japanese;Show
Awaken: Season 1 // ‘â¨__ ‘¡_: “ÜÏ“_Î 1;Yes;;3,06,00,000;Korean;Show
Enola Holmes 2;Yes;04/11/22;3,06,00,000;English;Movie
Indian Matchmaking: Season 3;Yes;21/04/23;3,06,00,000;English;Show
The Umbrella Academy: Season 1;Yes;15/02/19;3,06,00,000;English;Show
Break Point: Season 1;Yes;13/01/23;3,05,00,000;English;Show
Minions & More Volume 2;Yes;;3,05,00,000;English;Movie
Money Heist: Part 4 // La casa de papel: Parte 4;Yes;03/04/20;3,04,00,000;English;Movie
Outlander: Season 4;No;05/11/18;3,04,00,000;English;Show
Shameless (U.S.): Season 8;No;;3,04,00,000;English;Show
Downton Abbey: Series 2;No;;3,03,00,000;English;Movie
Love at First Kiss // Eres tÌ¼;Yes;03/03/23;3,03,00,000;Non-English;Movie
Pedro el escamoso: Season 1;No;;3,03,00,000;English;Show
Start-Up: Season 1 // “__’ÄÛ’_ü“ÑÉ: “ÜÏ“_Î 1;Yes;17/10/20;3,03,00,000;Korean;Show
Tonight You're Sleeping with Me // Dzisiaj İpisz ze mn€É;Yes;01/03/23;3,03,00,000;Non-English;Movie
Grey's Anatomy: Season 11;No;;3,02,00,000;English;Show
Narcos: Mexico: Season 1;Yes;16/11/18;3,02,00,000;English;Show
SeÌ±ora Acero: Season 1;No;;3,02,00,000;Non-English;Show
Alba: Season 1;No;15/07/22;3,01,00,000;English;Show
DC Super Hero Girls (2019): Season 1;No;;3,01,00,000;English;Show
In His Shadow // Le Roi des ombres;Yes;17/03/23;3,01,00,000;English;Movie
Love Is Blind: Brazil: Season 3 // Casamento ÌÊs Cegas: Brasil: Temporada 3;Yes;07/06/23;3,01,00,000;Non-English;Show
Penguins of Madagascar: The Movie;No;;3,01,00,000;English;Movie
Sniper: Ghost Shooter;No;;3,01,00,000;English;Movie
Spenser Confidential;Yes;06/03/20;3,01,00,000;English;Movie
The Adam Project;Yes;11/03/22;3,01,00,000;English;Movie
The Last Dance: Limited Series;No;20/04/20;3,01,00,000;English;Movie
Elite: Season 6 // Ìälite: Temporada 6;Yes;18/11/22;3,00,00,000;Non-English;Show
I See You;No;09/07/20;3,00,00,000;English;Movie
The Good Nurse;Yes;26/10/22;3,00,00,000;English;Movie
